accX,accY,accZ,gyroX,gyroY,gyroZ
-1.9204690456,5.1757321358,5.706925869,-0,-0,-0
-1.9204690456,5.1757321358,5.706925869,-0,-0,-0
-2.4516625404,7.5729131699,7.1506824493,-0.37415495515,0.43890666962,0.49693888426
-1.0623871088,10.58300972,7.6410150528,1.3991868496,-1.1618657112,0.2657263875
0.89894294739,6.5105261803,4.1405858994,0.75319683552,-0.47311514616,1.795638442
7.7772183418,-6.2789802551,9.6432065964,-2.6722300053,0.71196341515,1.6658295393
-2.0975334644,7.5592927933,18.16954422,0.44440445304,0.066278882325,-3.2446107864
0.31326800585,2.8875136375,-0.78998017311,1.3582588434,1.4798210859,3.8533380032
7.967903614,-8.2539310455,12.408136368,-0.88972520828,0.44196099043,-2.6236662865
-11.468333244,18.305747986,5.2846951485,0.66370511055,-1.5812246799,-3.4794883728
-0.068101741374,4.2767891884,1.1849702597,1.4825699329,-0.039400808513,3.4779613018
7.8589406013,-8.3765134811,5.1076302528,-0.028405234218,2.557387352,4.2458190918
-10.174399376,13.279838562,14.628252983,-0.51893001795,-0.29352074862,-5.736635685
-3.6774938107,9.4797620773,-2.5742456913,3.8438694477,-0.84329944849,-1.5112806559
5.0395288467,-1.8659876585,2.3699405193,-1.6777414083,0.012828170322,4.3756275177
9.0711517334,-5.7477865219,9.0575313568,-0.058337632567,1.9129245281,2.5879306793
-9.1528739929,15.336511612,10.678352356,-0.98532563448,0.096211276948,-3.7342193127
-5.3800373077,12.912089348,-2.0839130878,1.151175499,-2.3362541199,-4.0869936943
0.28602731228,4.6036777496,1.1849702597,-1.1032226086,0.96180731058,4.14899683
8.6625413895,-5.4753799438,10.160778999,-0.71410149336,2.1679606438,2.2721133232
-12.871228218,10.228880882,16.140111923,1.8060231209,1.6716327667,-1.8231272697
-10.964380264,15.363752365,-9.5070028305,2.9367346764,-4.1572432518,-6.763194561
-2.0021910667,3.0645782948,-0.12258312851,-0.76113808155,0.5540547967,3.622736454
8.3220329285,-5.0531492233,14.778077126,-0.2412917763,3.1816916466,5.1630330086
-4.6990199089,-0.12258312851,12.476238251,2.9489519596,4.9473977089,2.0057759285
-12.884848595,19.027626038,-8.349272728,3.4202344418,-1.1811079979,1.7269160748
0.61291563511,2.9964764118,0.73549878597,-0.99723750353,1.5173892975,4.6828927994
11.04610157,-11.236786842,10.446806908,-3.0644054413,2.9144380093,2.5118777752
-4.2086873055,-0.80360049009,16.861989975,0.87262099981,0.69730269909,-7.2500543594
-13.18449688,17.515768051,0.24516625702,7.0426654816,-0.20250183344,-1.3836097717
