accX,accY,accZ,gyroX,gyroY,gyroZ
-0.095342434943,1.6208213568,9.5070028305,-0,-0,-0
-0.095342434943,1.6208213568,9.5070028305,-0,-0,-0
-0.095342434943,1.6208213568,9.5070028305,-0,-0,-0
2.3563201427,1.5118585825,10.869037628,0.145691365,0.52381694317,0.3136793077
4.5219554901,2.4244217873,19.572439194,-1.3197743893,-0.60872721672,-1.1664471626
1.0760074854,-2.5742456913,7.804459095,2.5033257008,3.4712417126,-0.23671028018
0.095342434943,-0.38136973977,0.20430521667,-2.8350255489,-3.6887097359,-2.3823745251
0.040861044079,-0.27240696549,0.054481390864,-3.8066067696,-2.6236662865,-1.4975361824
0.040861044079,-0.32688835263,0.054481390864,-4.1373901367,-2.0619757175,-0.94989544153
0.095342434943,-0.3541290462,-0.10896278173,-4.2696428299,-1.6972891092,-0.52900928259
0.095342434943,-0.32688835263,-0.64015632868,-4.4089198112,-2.2559254169,0.11056660861
-9.7794094086,9.5751047134,-10.310603142,-4.5481972694,-3.4315354824,0.81489425898
-0.1770645231,-0.20430521667,-0.99428540468,-4.684114933,5.9076776505,-0.0030543261673
-0.027240695432,-0.25878661871,0.068101741374,-3.08609128,1.635286212,-0.37659841776
0.73549878597,-2.5197644234,-12.871228218,9.9888687134,-9.9888687134,0.080939643085
0.27240696549,-0.054481390864,-9.7930297852,-1.4847079515,3.763846159,0.072082102299
-0.054481390864,-0.068101741374,-9.697687149,0.11881329119,-0.37018433213,0.0067195175216
0.14982382953,0.054481390864,-9.9700946808,0.0061086523347,-0.044898595661,0.0079412478954
0.20430521667,0.14982382953,-9.8747520447,0.0012217304902,0.014966198243,0.0048869219609
0.12258312851,0.013620347716,-9.8338909149,-0.0027488935739,0.012217304669,0.010995574296
-0.66739702225,0.095342434943,-8.5808191299,0.0082466807216,0.0036651915871,0.0088575463742
-1.2530720234,0.3541290462,-10.119918823,-0.26755899191,-0.67256265879,-0.93156951666
-1.5390993357,4.1814465523,-13.960856438,-5.0274209976,-2.4061982632,8.6782569885
4.3993721008,4.9850473404,-9.5342435837,-3.3231070042,-0.052534412593,8.8303623199
12.380895615,0.7082580924,-1.8387469053,-3.5482108593,4.2158865929,4.1126503944
5.8295087814,0.28602731228,3.023717165,-0.87231558561,4.5255951881,-1.1285735369
0.6265360117,2.2201166153,10.569390297,-0.82863873243,7.1523156166,0.80817472935
-1.1849702597,0.66739702225,9.9564743042,-0.57787853479,1.0027352571,-0.46120324731
-1.1304888725,2.0839130878,9.2209758759,1.4899003506,-0.10629054904,-0.65729099512
-2.3835608959,3.1871614456,7.9951438904,0.84696465731,0.4844161272,-0.23426681757
