accX,accY,accZ,gyroX,gyroY,gyroZ
-2.5742456913,0.64015632868,8.3084125519,-0,-0,-0
-2.5742456913,0.64015632868,8.3084125519,-0,-0,-0
-2.5742456913,0.64015632868,8.3084125519,-0,-0,-0
-2.5742456913,0.64015632868,8.3084125519,0.4831944108,0.038179077208,-1.6584991217
-0.99428540468,2.6014864445,8.5535783768,-0.96180731058,1.19699049,-1.2290608883
-1.2666922808,3.731975317,-0.10896278173,3.8340957165,-9.9079284668,1.4859297276
0.24516625702,-6.8237943649,13.525005341,-0.12858712673,-1.3093897104,1.7040085793
-5.3936576843,-8.5671987534,8.2266902924,-3.6303720474,9.1302976608,-0.63804876804
2.6559677124,1.7978858948,-13.770171165,9.9888687134,-9.9888687134,-4.5075745583
3.0645782948,2.7104492188,3.8273177147,-10.003529549,10.008416176,0.5302310586
-12.666923523,-17.052675247,11.863323212,4.110206604,-5.8120775223,-2.2159137726
17.706451416,-0.12258312851,12.871228218,-6.2772512436,-1.5354098082,10.008416176
8.1585884094,-12.285553932,1.3484144211,-9.9177026749,10.008416176,-2.4752259254
-14.165162086,-14.15154171,9.697687149,-9.2543029785,6.7192120552,-3.4471125603
17.16163826,12.231072426,-7.5456724167,9.9888687134,-9.9888687134,6.4993009567
-0.87170225382,-19.027626038,11.059721947,-7.3584828377,0.41202861071,-6.3041291237
12.026766777,2.2473573685,-12.067627907,9.9888687134,6.5234298706,6.8551297188
7.1915435791,-6.7012109756,6.6467294693,-10.003529549,2.4254405499,-7.2708234787
-2.6014864445,-9.7930297852,4.8352236748,-1.4526375532,0.7739662528,-3.0246992111
18.482810974,-5.2165932655,-2.669588089,3.2638530731,-0.91018921137,9.4207639694
6.8782753944,-12.231072426,4.1269655228,-7.532579422,0.051312681288,-9.1498451233
3.5685310364,-10.991621017,0.23154591024,9.9888687134,-0.12828169763,-0.84665924311
14.042578697,2.2882184982,0.74911910295,-10.003529549,-0.65820729733,-6.8520755768
-10.05181694,-16.467000961,14.982382774,2.6691756248,10.008416176,10.008416176
13.320699692,13.484144211,-0.040861044079,0.65576386452,1.0867292881,0.19669860601
-2.2201166153,-2.4925236702,11.223166466,-0.68172562122,-0.44623705745,-1.8551977873
3.023717165,2.2473573685,9.6023454666,-0.70829826593,0.44409903884,0.68172562122
0.44947147369,-0.23154591024,9.5478639603,-0.80389869213,0.34605515003,0.12308934331
5.3527965546,-3.6502532959,15.963047981,2.2492058277,-5.5368824005,-0.031459558755
-0.59929531813,-7.3005065918,-10.215260506,-10.003529549,8.854186058,-0.60811632872
