accX,accY,accZ,gyroX,gyroY,gyroZ
-5.2302136421,-7.0553402901,3.6366329193,-0,-0,-0
-5.2302136421,-7.0553402901,3.6366329193,-0,-0,-0
-5.2302136421,-7.0553402901,3.6366329193,-0,-0,-0
-5.1893525124,-7.259645462,4.222307682,-0,-0,-0
-5.1893525124,-7.259645462,4.222307682,-1.5247195959,0.68477994204,-1.1722503901
-2.7649304867,-3.3506054878,1.5118585825,-0.2669481039,-0.026267206296,-4.0552287102
3.1190595627,-13.56586647,1.6072009802,0.32864549756,-3.4581081867,-0.25686883926
0.50395286083,-10.514908791,0.29964765906,0.010384709574,-0.74647730589,-0.47006079555
1.4846179485,-12.762266159,0.96704471111,0.35979962349,-0.44348818064,-0.12828169763
2.7921712399,-9.1120128632,1.6889231205,1.7727309465,-0.50213122368,0.3371976018
1.5799603462,-10.337843895,2.3018388748,1.9648480415,-0.0018325957935,0.76266527176
0.87170225382,-7.600153923,2.1928761005,0.3613267839,-0.67195177078,0.8454375267
1.7978858948,-7.5456724167,2.9964764118,-0.0012217304902,-1.5592335463,0.83047127724
-0.7082580924,-10.732833862,4.8488435745,-0.0067195175216,-1.0018190145,-0.020158553496
3.8954193592,-11.413851738,0.29964765906,0.24587325752,-0.5555819273,0.55252760649
2.9964764118,-7.1098213196,-1.8796080351,-0.50426924229,-1.2724323273,0.0070249503478
3.8000769615,-9.5614843369,1.3075534105,-0.82375180721,-0.37018433213,0.046731192619
-0.040861044079,-10.800935745,1.5935807228,-0.22632557154,1.399797678,0.41599923372
0.3541290462,-10.964380264,0.43585112691,-0.80267691612,1.0968085527,0.4349360466
2.1247742176,-11.659017563,0.66739702225,-0.81947571039,0.29688051343,-0.25045475364
3.9635212421,-9.0302906036,-1.7025434971,0.6038402915,0.7486153841,0.3872885704
0.72187840939,-6.5786280632,0.76273947954,1.6395623684,1.1829406023,1.0485502481
-0.40861043334,-8.4718561172,5.8976106644,-2.2070560455,-1.3692544699,-0.91477072239
4.8897047043,-11.999526024,-0.068101741374,-0.065362580121,-1.9098701477,0.70707654953
1.3484144211,-6.1836380959,-0.78998017311,-0.75228053331,0.21563543379,0.062613688409
3.5685310364,-10.773694992,0.28602731228,-2.5057692528,-3.5909712315,0.60628378391
1.5118585825,-10.201640129,0.24516625702,-0.025350907817,1.3252722025,0.068111471832
0.21792556345,-11.468333244,0.55843424797,-0.64660084248,0.63316184282,-0.31001409888
2.0294318199,-11.441092491,0.57205462456,0.67470067739,-0.7739662528,0.51434850693
6.6331095695,-11.059721947,-0.36774939299,2.9171869755,-1.5186109543,1.0705413818
