accX,accY,accZ,gyroX,gyroY,gyroZ
-5.0667691231,-7.3686079979,4.3993721008,-0,-0,-0
-5.0667691231,-7.3686079979,4.3993721008,-0,-0,-0
-5.0667691231,-7.3686079979,4.3993721008,-0,-0,-0
-5.0667691231,-7.3686079979,4.3993721008,-0.04581489414,-0.10995574296,-0.15882496536
-4.2086873055,-5.7477865219,4.1133451462,-1.7241671085,-0.27000242472,-1.7027869225
-4.2086873055,-5.7477865219,4.1133451462,0.6047565937,-1.9159787893,-0.68661254644
1.3756551743,-10.365084648,5.8295087814,-2.0861048698,3.0647108555,-1.8402315378
1.3756551743,-10.365084648,5.8295087814,-0.95508778095,1.2733485699,1.4761558771
-2.1656353474,-8.3220329285,-1.1849702597,-0.72021013498,0.39828413725,-0.52839845419
-3.6093921661,-8.1041069031,1.9477096796,-0.54702985287,0.68539083004,0.021991148591
-3.5685310364,-10.296982765,1.4846179485,-0.85521131754,1.797165513,-0.20311269164
-5.3664169312,-9.6432065964,0.57205462456,0.20799961686,-0.01679879427,-0.37110063434
-2.7376899719,-10.09267807,-1.1032481194,1.5699236393,-2.8408288956,1.533882618
-0.58567494154,-5.0531492233,-0.24516625702,1.7495180368,2.9000828266,-0.15851953626
-4.7535014153,-9.929233551,8.349272728,-0.78679442406,-1.2479976416,-0.72998398542
-2.7513103485,-9.6432065964,-1.1032481194,-0.33231070638,-1.5073100328,-0.20708331466
-0.21792556345,-6.8646550179,0.64015632868,-1.206458807,0.70127332211,-0.11239920557
-0.93980401754,-9.1256332397,0.44947147369,-1.9483547211,0.68447452784,-0.017104227096
-1.7842655182,-9.7794094086,0.21792556345,-1.1462886333,-0.69699722528,0.11301007122
-5.9248514175,-9.7385482788,0.47671216726,0.86223632097,-0.083688542247,0.038789942861
-6.1427769661,-10.296982765,0.61291563511,1.5647313595,-1.8130480051,1.1814134121
-1.6072009802,-15.213928223,3.1599206924,1.940413475,0.054977871478,1.4569135904
-0.85808187723,-3.8681788445,0.3541290462,-0.13988813758,-0.68355822563,-0.2422080636
-3.731975317,-10.55576992,8.4309949875,-2.4385740757,1.5118914843,-1.1093312502
-3.3233647346,-10.855417252,-0.50395286083,0.32284227014,2.8667905331,0.47128254175
-0.47671216726,-9.0575313568,-0.29964765906,-0.33047810197,-1.6346753836,0.33505958319
-3.2144019604,-9.2482156754,-0.31326800585,-0.70402216911,0.98837995529,-0.16554448009
-4.8352236748,-10.433186531,1.3484144211,-0.5305364728,0.87292641401,-0.75900006294
-6.04743433,-11.04610157,0.80360049009,0.76969021559,0.20555615425,-0.192727983
-2.1520149708,-9.5070028305,-0.77635979652,1.498452425,-1.404990077,1.106276989
